TimeStamp,CPU Utilization,Memory Utilization,Package TDP,Max P-Core Frequency,Max E-Core Frequency,Active Core Count,Thermal Throttling,Package Temperature,Processor Cache Frequency,Power Limit Throttling,Current/EDP Limit Throttling,Motherboard VR Thermal Throttling,PMAX Throttling
2026-01-07_16-39-51-171,3.3117,11714,10.1913,1.8027,2.3941,4,0,38,0.798,0,0,0,0
2026-01-07_16-39-52-177,1.367,11707,8.0634,2.8842,2.3941,3,0,39,1.7956,0,0,0,0
2026-01-07_16-39-53-181,1.041,11707,11.0773,1.7956,2.3941,4,0,40,0.798,0,0,0,0
2026-01-07_16-39-54-198,2.5474,11707,11.0773,1.7956,2.3941,4,0,40,0.798,0,0,0,0
2026-01-07_16-39-55-209,1.6745,11706,9.5146,1.5961,2.3941,2,0,38,1.7956,0,0,0,0
2026-01-07_16-39-56-219,1.7744,11704,10.3581,1.4963,2.3941,2,0,38,4.5888,0,0,0,0
2026-01-07_16-39-57-228,1.4917,11704,7.7849,1.3966,2.3941,1,0,37,1.7956,0,0,0,0
2026-01-07_16-39-58-234,2.7556,11701,6.4444,1.2968,2.3941,3,0,38,0.798,0,0,0,0
2026-01-07_16-39-59-242,1.9319,11703,10.9264,1.0973,2.3941,3,0,38,1.7956,0,0,0,0
2026-01-07_16-40-00-246,3.8159,11706,11.1562,1.0973,2.3941,2,0,38,1.7956,0,0,0,0
2026-01-07_16-40-01-256,3.2615,11697,14.3623,1.8954,2.3941,6,0,39,1.7956,0,0,0,0
2026-01-07_16-40-02-267,3.1242,11706,32.4327,3.035,2.3941,6,0,43,4.9878,0,0,0,0
2026-01-07_16-40-03-276,5.1656,11701,61.783,5.4307,2.3941,3,0,61,4.9878,0,0,0,0
2026-01-07_16-40-04-284,5.2997,11707,56.7932,5.6216,3.5537,4,0,71,4.5888,0,0,0,0
2026-01-07_16-40-05-293,3.2051,11706,58.874,5.5306,3.5493,5,0,74,4.5888,0,0,0,0
2026-01-07_16-40-06-304,5.4651,11699,62.3144,5.5866,3.6945,3,0,65,4.489,0,0,0,0
2026-01-07_16-40-07-316,4.3812,11701,62.3144,5.5866,3.6945,3,0,65,4.489,0,0,0,0
2026-01-07_16-40-08-324,3.9268,11704,57.5342,5.5786,2.3941,3,0,74,4.489,0,0,0,0
2026-01-07_16-40-09-332,7.344,11703,55.9037,5.6302,3.5583,3,0,55,4.5888,0,0,0,0
2026-01-07_16-40-10-343,6.5708,11700,63.5962,5.5009,2.3941,6,0,69,4.5888,0,0,0,0
2026-01-07_16-40-11-355,4.8211,11701,63.5593,5.6609,3.6737,4,0,71,4.9878,0,0,0,0
2026-01-07_16-40-12-364,7.2464,11705,56.1622,5.5999,2.3941,3,0,55,4.5888,0,0,0,0
2026-01-07_16-40-13-375,4.3398,11705,60.3598,5.5964,3.5437,8,0,72,4.5888,0,0,0,0
2026-01-07_16-40-14-382,4.9796,11705,65.0446,5.591,2.645,3,0,79,4.5888,0,0,0,0
2026-01-07_16-40-15-390,5.0933,11706,63.9696,5.5643,2.3941,4,0,69,4.5888,0,0,0,0
2026-01-07_16-40-16-403,3.8788,11699,61.6832,5.6153,3.7633,3,0,73,4.5888,0,0,0,0
2026-01-07_16-40-17-412,4.702,11704,57.3251,5.5805,2.6363,3,0,67,4.5888,0,0,0,0
2026-01-07_16-40-18-423,3.3762,11702,60.3021,5.6158,2.3941,3,0,58,4.489,0,0,0,0
2026-01-07_16-40-19-429,6.2741,11704,60.3021,5.6158,2.3941,3,0,58,4.489,0,0,0,0
2026-01-07_16-40-20-437,8.7457,11704,65.3459,5.6031,3.5912,4,0,50,4.5888,0,0,0,0
2026-01-07_16-40-21-448,6.2795,11699,62.8494,5.5529,2.468,14,0,75,4.5888,0,0,0,0
2026-01-07_16-40-22-459,4.2607,11701,62.5497,5.639,3.6285,5,0,69,4.9878,0,0,0,0
2026-01-07_16-40-23-463,4.0213,11704,53.2224,5.5986,2.5165,3,0,57,4.5888,0,0,0,0
2026-01-07_16-40-24-474,3.897,11702,54.7615,5.6279,3.5631,4,0,64,4.9878,0,0,0,0
2026-01-07_16-40-25-482,5.0094,11701,59.5647,5.3853,3.4791,3,0,62,4.9878,0,0,0,0
2026-01-07_16-40-26-491,4.8269,11703,61.6283,5.477,3.5738,4,0,70,4.9878,0,0,0,0
2026-01-07_16-40-27-501,6.1372,11697,64.548,5.6135,3.5882,5,0,57,4.489,0,0,0,0
2026-01-07_16-40-28-513,4.5699,11703,65.1647,5.4733,3.6581,4,0,71,4.5888,0,0,0,0
2026-01-07_16-40-29-521,3.4574,11702,56.864,5.5125,2.3941,3,0,76,4.489,0,0,0,0
2026-01-07_16-40-30-530,5.8033,11701,55.5876,5.5723,3.8868,3,0,59,4.5888,0,0,0,0
2026-01-07_16-40-31-539,5.1526,11704,55.5876,5.5723,3.8868,3,0,59,4.5888,0,0,0,0
2026-01-07_16-40-32-549,3.8457,11697,63.5994,5.7011,3.557,5,0,54,4.5888,0,0,0,0
2026-01-07_16-40-33-559,5.2296,11697,60.9226,5.7858,3.4506,4,0,61,4.5888,0,0,0,0
2026-01-07_16-40-34-568,2.5642,11698,55.0062,5.6394,2.3941,3,0,74,4.9878,0,0,0,0
2026-01-07_16-40-35-576,3.7346,11692,61.9895,5.7074,2.8958,3,0,59,4.5888,0,0,0,0
2026-01-07_16-40-36-585,8.0418,11695,58.2453,5.7065,3.6842,3,0,57,4.9878,0,0,0,0
2026-01-07_16-40-37-591,5.2299,11696,61.7336,5.601,3.5327,3,0,59,4.5888,0,0,0,0
2026-01-07_16-40-38-605,2.3722,11692,58.6117,5.7012,3.7211,4,0,74,4.489,0,0,0,0
2026-01-07_16-40-39-609,4.4696,11696,59.8897,5.3942,2.6824,4,0,52,4.489,0,0,0,0
2026-01-07_16-40-40-621,4.9393,11696,60.3152,5.6644,3.9228,4,0,55,4.489,0,0,0,0
2026-01-07_16-40-41-630,5.1242,11691,56.3313,5.7858,3.6224,3,0,65,4.489,0,0,0,0
2026-01-07_16-40-42-640,3.4651,11694,62.2707,5.7858,2.3941,3,0,71,4.5888,0,0,0,0
2026-01-07_16-40-43-650,6.2196,11695,64.0864,5.7336,2.3941,3,0,71,4.489,0,0,0,0
2026-01-07_16-40-44-658,4.6744,11692,64.0864,5.7336,2.3941,3,0,71,4.489,0,0,0,0
2026-01-07_16-40-45-668,4.6191,11695,63.2984,5.7336,2.3941,4,0,71,4.5888,0,0,0,0
2026-01-07_16-40-46-680,4.7473,11694,58.3314,5.6394,2.4939,3,0,51,4.5888,0,0,0,0
2026-01-07_16-40-47-687,3.9199,11695,62.8959,5.7647,3.6806,3,0,57,4.5888,0,0,0,0
2026-01-07_16-40-48-696,3.6077,11694,52.57,5.6645,2.5989,3,0,60,4.5888,0,0,0,0
2026-01-07_16-40-49-707,2.5866,11694,55.3394,5.7223,3.4344,3,0,62,4.5888,0,0,0,0
2026-01-07_16-40-50-718,4.6368,11689,58.0729,5.7858,2.3941,4,0,62,4.9878,0,0,0,0
2026-01-07_16-40-51-728,4.8249,11695,58.3256,5.766,2.3941,3,0,73,4.5888,0,0,0,0
2026-01-07_16-40-52-737,3.4463,11696,60.3853,5.7858,3.7116,3,0,73,4.489,0,0,0,0
2026-01-07_16-40-53-743,6.0532,11694,55.7329,5.7858,3.5855,5,0,58,4.9878,0,0,0,0
2026-01-07_16-40-54-751,1.3125,11692,59.1375,5.5507,3.0317,3,0,59,4.489,0,0,0,0
2026-01-07_16-40-55-762,4.9873,11694,57.1084,5.6604,3.6749,3,0,67,1.7956,0,0,0,0
2026-01-07_16-40-56-768,3.9749,11692,57.1084,5.6604,3.6749,3,0,67,1.7956,0,0,0,0
2026-01-07_16-40-57-780,4.7422,11693,60.6148,5.5565,2.7544,3,0,73,4.9878,0,0,0,0
2026-01-07_16-40-58-790,2.1838,11691,57.8041,5.5743,2.3941,3,0,74,4.9878,0,0,0,0
2026-01-07_16-40-59-795,3.5166,11694,64.1746,5.6057,2.4284,3,0,54,4.9878,0,0,0,0
2026-01-07_16-41-00-807,4.9825,11694,69.6653,5.7214,3.6041,3,0,69,4.9878,0,0,0,0
2026-01-07_16-41-01-817,2.9918,11693,63.3129,5.7044,2.3941,4,0,60,4.489,0,0,0,0
2026-01-07_16-41-02-824,4.7122,11691,56.6659,5.7858,3.6206,6,0,74,4.5888,0,0,0,0
2026-01-07_16-41-03-833,4.1534,11691,62.9849,5.7858,2.5937,3,0,69,4.489,0,0,0,0
2026-01-07_16-41-04-845,4.3894,11694,69.865,5.7858,2.7419,5,0,57,4.5888,0,0,0,0
2026-01-07_16-41-05-851,3.9364,11692,60.6886,5.6573,3.5249,3,0,74,4.9878,0,0,0,0
2026-01-07_16-41-06-861,4.7363,11690,58.0984,5.7858,3.3663,5,0,62,4.489,0,0,0,0
2026-01-07_16-41-07-873,4.9269,11696,63.7325,5.5541,3.5912,4,0,52,4.489,0,0,0,0
2026-01-07_16-41-08-879,4.8629,11695,66.3472,5.7858,2.3941,4,0,77,4.5888,0,0,0,0
2026-01-07_16-41-09-891,2.6919,11694,66.3472,5.7858,2.3941,4,0,77,4.5888,0,0,0,0
2026-01-07_16-41-10-901,4.2014,11695,61.9018,5.6114,2.4899,4,0,57,4.9878,0,0,0,0
2026-01-07_16-41-11-909,4.975,11695,63.1754,5.595,2.5215,4,0,59,4.5888,0,0,0,0
2026-01-07_16-41-12-919,3.4939,11693,63.2293,4.9931,3.4523,5,0,80,4.489,0,0,0,0
2026-01-07_16-41-13-926,4.0649,11691,56.8616,5.6144,2.4311,5,0,60,4.489,0,0,0,0
2026-01-07_16-41-14-933,3.9064,11685,61.2247,5.5368,2.3941,4,0,52,4.489,0,0,0,0
2026-01-07_16-41-15-942,4.8909,11687,64.8227,5.7858,2.8929,4,0,77,4.489,0,0,0,0
2026-01-07_16-41-16-964,3.1551,11695,63.1671,5.6531,3.6975,4,0,78,4.5888,0,0,0,0
2026-01-07_16-41-17-972,3.9082,11694,9.8915,1.0973,2.3941,7,0,39,1.7956,0,0,0,0
2026-01-07_16-41-18-977,3.8667,11691,7.7823,2.2944,2.3941,5,0,39,0.798,0,0,0,0
2026-01-07_16-41-19-988,2.7064,11694,9.0168,1.7956,2.3941,3,0,38,1.7956,0,0,0,0
2026-01-07_16-41-20-994,4.0481,11691,8.011,2.443,2.3941,3,0,38,1.7956,0,0,0,0
2026-01-07_16-41-22-007,3.9056,11696,8.011,2.443,2.3941,3,0,38,1.7956,0,0,0,0
2026-01-07_16-41-23-016,2.1771,11697,11.3333,1.4963,2.3941,4,0,38,1.7956,0,0,0,0
2026-01-07_16-41-24-022,1.9446,11697,7.3366,1.9951,2.3941,4,0,38,1.7956,0,0,0,0
2026-01-07_16-41-25-028,3.7177,11697,8.0099,1.8954,2.3941,5,0,38,0.798,0,0,0,0
2026-01-07_16-41-26-040,3.6947,11697,9.2235,1.1971,2.3941,3,0,38,4.5888,0,0,0,0
2026-01-07_16-41-27-046,3.2771,11694,8.6846,1.0973,2.3941,3,0,39,0.798,0,0,0,0
2026-01-07_16-41-28-053,3.1752,11722,8.2366,1.9951,2.3941,3,0,38,1.7956,0,0,0,0
2026-01-07_16-41-29-067,5.6674,11735,27.3621,2.2007,3.9791,8,0,42,1.7956,0,0,0,0
